point_id,Morphology,Size,Class,Type,Detail,Type2,Group,Year,Month,Day,Date,Event
2,Irregular,0.952,1,N-rich,@,N-rich,BJ,2021,6,2,2021-06-02,Non-event
3,Irregular,1.69,2,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
4,Cluster,1.93,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
5,Cluster,2.71,3,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
6,Irregular,1.76,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
7,Cluster,1.52,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
8,Cluster,2.89,3,Transition metal,,Transition metal,BJ,2021,6,2,2021-06-02,Non-event
9,Cluster,0.953,1,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
10,Spherical,1.03,2,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
11,Cluster,2.17,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
12,Irregular,0.746,1,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
13,Irregular,0.979,1,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
14,Cluster,1.44,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
15,Irregular,1.5,2,Transition metal,,Transition metal,BJ,2021,6,2,2021-06-02,Non-event
16,Chainlike,1.07,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
17,Cluster,4.35,3,Carbonaceous,N-rich,Carbonaceous,BJ,2021,6,2,2021-06-02,Non-event
18,Irregular,1.83,2,Calcium Sulfate,,Others,BJ,2021,6,2,2021-06-02,Non-event
19,Irregular,1.89,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
20,Cluster,1.01,2,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
21,Irregular,0.703,1,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
22,Irregular,1.42,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
23,Irregular,0.89,1,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
24,Irregular,1.59,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
25,Irregular,0.758,1,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
26,Cluster,1.65,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
27,Irregular,1.08,2,Transition metal,@,Transition metal,BJ,2021,6,2,2021-06-02,Non-event
28,Irregular,1.6,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
29,Cluster,1.82,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
30,Cluster,1.54,2,Mineral,P containing,Mineral,BJ,2021,6,2,2021-06-02,Non-event
31,Irregular,1.3,2,Fe-rich,@,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
32,Irregular,0.72,1,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
33,Spherical,0.437,1,Fe-rich,@,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
34,Chainlike,3.57,3,N-rich,@,N-rich,BJ,2021,6,2,2021-06-02,Non-event
35,Irregular,0.95,1,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
36,Spherical,0.817,1,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
37,Irregular,1.66,2,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
38,Spherical,0.744,1,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
39,Cluster,0.88,1,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
40,Irregular,1.15,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
41,Irregular,1.67,2,Fe-rich,,Fe-rich,BJ,2021,6,2,2021-06-02,Non-event
42,Cluster,1.16,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
43,Spherical,0.649,1,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
44,Cluster,3.7,3,Carbonaceous,N-rich,Carbonaceous,BJ,2021,6,2,2021-06-02,Non-event
45,Irregular,0.915,1,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
46,Irregular,1.16,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
47,Irregular,1.73,2,Mineral,,Mineral,BJ,2021,6,2,2021-06-02,Non-event
48,Irregular,1.76,2,N-rich,@,N-rich,BJ,2021,6,2,2021-06-02,Non-event
49,Irregular,0.425,1,N-rich,@,N-rich,BJ,2021,6,2,2021-06-02,Non-event
50,Cluster,1.75,2,N-rich,,N-rich,BJ,2021,6,2,2021-06-02,Non-event
1,Irregular,2.29,2,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
2,Cluster,1.87,2,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
3,Spherical,0.558,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
4,Cluster,1.46,2,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
5,Irregular,1.69,2,Transition metal,,Transition metal,BJ,2021,6,13,2021-06-13,Event
6,Irregular,0.972,1,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
7,Cluster,1.13,2,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
8,Irregular,0.442,1,Transition metal,Ni,Transition metal,BJ,2021,6,13,2021-06-13,Event
9,Irregular,0.711,1,Transition metal,Pb,Transition metal,BJ,2021,6,13,2021-06-13,Event
10,Cluster,1.4,2,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
11,Cluster,0.683,1,Fly ash,,Others,BJ,2021,6,13,2021-06-13,Event
12,Spherical,0.756,1,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
13,Irregular,0.694,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
14,Irregular,1.19,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
15,Cluster,1.2,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
16,Spherical,0.696,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
17,Irregular,0.468,1,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
18,Irregular,1.34,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
19,Irregular,0.942,1,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
20,Spherical,1.22,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
21,Spherical,0.691,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
22,Cluster,0.874,1,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
23,Cluster,3.32,3,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
24,Cluster,2.24,2,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
25,Spherical,0.668,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
26,Irregular,1.52,2,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
27,Cluster,2.54,3,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
28,Cluster,1.19,2,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
29,Cluster,1.58,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
30,Irregular,0.777,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
31,Irregular,0.649,1,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
32,Cluster,1.22,2,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
33,Cluster,1.27,2,Fly ash,,Others,BJ,2021,6,13,2021-06-13,Event
34,Irregular,4.34,3,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
35,Irregular,1.81,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
36,Cluster,1.85,2,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
37,Cluster,2.72,3,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
38,Irregular,1.18,2,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
39,Cluster,1.66,2,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
40,Irregular,0.65,1,Mineral,,Mineral,BJ,2021,6,13,2021-06-13,Event
41,Irregular,0.898,1,Calcium Sulfate,,Others,BJ,2021,6,13,2021-06-13,Event
42,Spherical,1.28,2,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
43,Irregular,1.01,2,N-rich,,N-rich,BJ,2021,6,13,2021-06-13,Event
44,Irregular,1.44,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
45,Cluster,1.35,2,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
46,Cluster,1.61,2,Carbonaceous,,Carbonaceous,BJ,2021,6,13,2021-06-13,Event
47,Irregular,0.62,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
48,Irregular,1.23,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
49,Irregular,0.906,1,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
50,Cluster,1.7,2,Fe-rich,,Fe-rich,BJ,2021,6,13,2021-06-13,Event
1,Irregular,1.67,2,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
2,Irregular,2.04,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
3,Chainlike,4.32,3,Carbonaceous,,Carbonaceous,BJ,2021,6,24,2021-06-24,Event
4,Cluster,1.87,2,Calcium Sulfate,,Others,BJ,2021,6,24,2021-06-24,Event
5,Spherical,0.474,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
6,Spherical,0.941,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
7,Irregular,0.859,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
8,Cluster,1.99,2,Carbonaceous,,Carbonaceous,BJ,2021,6,24,2021-06-24,Event
9,Irregular,1,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
10,Irregular,1.16,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
11,Spherical,0.734,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
12,Irregular,1.43,2,Sulfate,,Others,BJ,2021,6,24,2021-06-24,Event
13,Cluster,1.36,2,Fly ash,,Others,BJ,2021,6,24,2021-06-24,Event
14,Spherical,0.641,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
15,Cluster,1.55,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
16,Irregular,1.21,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
17,Irregular,1.51,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
18,Irregular,1.45,2,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
19,Irregular,0.91,1,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
20,Irregular,1.04,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
21,Irregular,1.02,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
22,Irregular,0.816,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
23,Irregular,0.334,1,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
24,Irregular,1.44,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
25,Irregular,1.92,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
26,Spherical,0.956,1,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
27,Cluster,1.52,2,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
28,Irregular,1.4,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
29,Cluster,1.49,2,Sulfate,,Others,BJ,2021,6,24,2021-06-24,Event
30,Irregular,1.29,2,Transition metal,,Transition metal,BJ,2021,6,24,2021-06-24,Event
31,Cluster,2.57,3,Carbonaceous,,Carbonaceous,BJ,2021,6,24,2021-06-24,Event
32,Irregular,1.24,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
33,Irregular,1.06,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
34,Cluster,1.31,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
35,Irregular,1.89,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
36,Cluster,1.65,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
37,Irregular,1.66,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
38,Spherical,1.18,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
39,Cluster,1.75,2,Carbonaceous,,Carbonaceous,BJ,2021,6,24,2021-06-24,Event
40,Cluster,1.38,2,Calcium Sulfate,,Others,BJ,2021,6,24,2021-06-24,Event
41,Cluster,3.48,3,Carbonaceous,,Carbonaceous,BJ,2021,6,24,2021-06-24,Event
42,Spherical,0.884,1,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
43,Irregular,2.17,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
44,Cluster,1.02,2,Sulfate,,Others,BJ,2021,6,24,2021-06-24,Event
45,Irregular,3.84,3,N-rich,,N-rich,BJ,2021,6,24,2021-06-24,Event
46,Cluster,1.11,2,Sulfate,,Others,BJ,2021,6,24,2021-06-24,Event
47,Spherical,0.87,1,Transition metal,,Transition metal,BJ,2021,6,24,2021-06-24,Event
48,Irregular,2.86,3,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
49,Irregular,1.07,2,Fe-rich,,Fe-rich,BJ,2021,6,24,2021-06-24,Event
50,Cluster,2.26,2,Mineral,,Mineral,BJ,2021,6,24,2021-06-24,Event
1,Spherical,0.628,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
2,Irregular,2.79,3,Mineral,"Zn, Ca, Na, S, Mg (flower like)",Mineral,BJ,2021,6,28,2021-06-28,Event
3,Irregular,3.17,3,Mineral,Ti,Mineral,BJ,2021,6,28,2021-06-28,Event
4,Cluster,1.48,2,Mineral,Ti,Mineral,BJ,2021,6,28,2021-06-28,Event
5,Irregular,0.884,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
6,Spherical,0.605,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
7,Spherical,0.688,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
8,Cluster,2.25,2,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
9,Irregular,0.477,1,Mineral,"Fe, Zn",Mineral,BJ,2021,6,28,2021-06-28,Event
10,Cluster,2.23,2,Calcium Sulfate,,Others,BJ,2021,6,28,2021-06-28,Event
11,Irregular,1.38,2,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
12,Spherical,1.11,2,Transition metal,Cr,Transition metal,BJ,2021,6,28,2021-06-28,Event
13,Cluster,3.42,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
14,Irregular,1.67,2,N-rich,,N-rich,BJ,2021,6,28,2021-06-28,Event
15,Irregular,2.59,3,Mineral,,Mineral,BJ,2021,6,28,2021-06-28,Event
16,Cluster,1.25,2,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
17,Irregular,0.895,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
18,Chainlike,6.14,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
19,Irregular,0.835,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
20,Chainlike,3.73,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
21,Chainlike,3.85,3,N-rich,,N-rich,BJ,2021,6,28,2021-06-28,Event
22,Irregular,1.24,2,N-rich,"Fe, Zn",N-rich,BJ,2021,6,28,2021-06-28,Event
23,Irregular,1.19,2,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
24,Irregular,4.67,3,Calcium Sulfate,flower like,Others,BJ,2021,6,28,2021-06-28,Event
25,Irregular,3.61,3,Calcium Sulfate,flower like,Others,BJ,2021,6,28,2021-06-28,Event
26,Cluster,1.62,2,N-rich,,N-rich,BJ,2021,6,28,2021-06-28,Event
27,Cluster,1.01,2,Sulfate,,Others,BJ,2021,6,28,2021-06-28,Event
28,Cluster,2.29,2,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
29,Cluster,1.32,2,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
30,Irregular,3.48,3,Mineral,flower like,Mineral,BJ,2021,6,28,2021-06-28,Event
31,Irregular,1.33,2,Mineral,,Mineral,BJ,2021,6,28,2021-06-28,Event
32,Cluster,2.88,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
33,Cluster,3.77,3,N-rich,,N-rich,BJ,2021,6,28,2021-06-28,Event
34,Chainlike,2.46,2,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
35,Irregular,1.71,2,Mineral,,Mineral,BJ,2021,6,28,2021-06-28,Event
36,Irregular,4.32,3,Calcium Sulfate,flower like,Others,BJ,2021,6,28,2021-06-28,Event
37,Irregular,0.925,1,Mineral,BaSO4,Mineral,BJ,2021,6,28,2021-06-28,Event
38,Irregular,1,2,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
39,Cluster,3.17,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
40,Cluster,2.14,2,Mineral,,Mineral,BJ,2021,6,28,2021-06-28,Event
41,Cluster,4.97,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
42,Cluster,1.62,2,Mineral,,Mineral,BJ,2021,6,28,2021-06-28,Event
43,Cluster,4.45,3,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
44,Irregular,2.81,3,Calcium Sulfate,flower like,Others,BJ,2021,6,28,2021-06-28,Event
45,Spherical,1.24,2,Carbonaceous,,Carbonaceous,BJ,2021,6,28,2021-06-28,Event
46,Irregular,3.09,3,Calcium Sulfate,,Others,BJ,2021,6,28,2021-06-28,Event
47,Spherical,0.92,1,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
48,Irregular,1.48,2,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
49,Chainlike,1.84,2,N-rich,,N-rich,BJ,2021,6,28,2021-06-28,Event
50,Irregular,1.81,2,Fe-rich,,Fe-rich,BJ,2021,6,28,2021-06-28,Event
1,Irregular,1.15,2,Mineral,,Mineral,BJ,2021,6,4,2021-06-04,Non-event
2,Chainlike,1.34,2,N-rich,,N-rich,BJ,2021,6,4,2021-06-04,Non-event
3,Irregular,1.97,2,N-rich,,N-rich,BJ,2021,6,4,2021-06-04,Non-event
4,Cluster,1.48,2,Mineral,,Mineral,BJ,2021,6,4,2021-06-04,Non-event
5,Chainlike,1.04,2,Carbonaceous,,Carbonaceous,BJ,2021,6,4,2021-06-04,Non-event
6,Chainlike,2.18,2,N-rich,,N-rich,BJ,2021,6,4,2021-06-04,Non-event
7,Irregular,1.24,2,Mineral,,Mineral,BJ,2021,6,4,2021-06-04,Non-event
8,Irregular,0.877,1,Fe-rich,,Fe-rich,BJ,2021,6,4,2021-06-04,Non-event
